Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Fresh fruits and vegetables,9,2010,2011,Upper bound of prediction interval,11.1
Fresh fruits and vegetables,10,2010,2011,Lower bound of prediction interval,-12.9
Fresh fruits and vegetables,10,2010,2011,Mid point of prediction interval,-2.2
Fresh fruits and vegetables,10,2010,2011,Upper bound of prediction interval,9.7
Fresh fruits and vegetables,11,2010,2011,Lower bound of prediction interval,-10.9
Fresh fruits and vegetables,11,2010,2011,Mid point of prediction interval,-0.7
Fresh fruits and vegetables,11,2010,2011,Upper bound of prediction interval,10.6
Fresh fruits and vegetables,12,2010,2011,Lower bound of prediction interval,-9.9
Fresh fruits and vegetables,12,2010,2011,Mid point of prediction interval,-0.5
Fresh fruits and vegetables,12,2010,2011,Upper bound of prediction interval,9.6
Fresh fruits and vegetables,1,2011,2011,Lower bound of prediction interval,-1.9
Fresh fruits and vegetables,1,2011,2011,Mid point of prediction interval,3
Fresh fruits and vegetables,1,2011,2011,Upper bound of prediction interval,8.2
Fresh fruits and vegetables,2,2011,2011,Lower bound of prediction interval,-0.1
Fresh fruits and vegetables,2,2011,2011,Mid point of prediction interval,4.5
Fresh fruits and vegetables,2,2011,2011,Upper bound of prediction interval,9.2
Fresh fruits and vegetables,3,2011,2011,Lower bound of prediction interval,0.6
Fresh fruits and vegetables,3,2011,2011,Mid point of prediction interval,4.7
Fresh fruits and vegetables,3,2011,2011,Upper bound of prediction interval,9
Fresh fruits and vegetables,4,2011,2011,Lower bound of prediction interval,2.1
Fresh fruits and vegetables,4,2011,2011,Mid point of prediction interval,6
Fresh fruits and vegetables,4,2011,2011,Upper bound of prediction interval,9.8
Fresh fruits and vegetables,5,2011,2011,Lower bound of prediction interval,2.2
Fresh fruits and vegetables,5,2011,2011,Mid point of prediction interval,5.5
Fresh fruits and vegetables,5,2011,2011,Upper bound of prediction interval,9.1
Fresh fruits and vegetables,6,2011,2011,Lower bound of prediction interval,2.3
Fresh fruits and vegetables,6,2011,2011,Mid point of prediction interval,5.3
Fresh fruits and vegetables,6,2011,2011,Upper bound of prediction interval,8.4
Fresh fruits and vegetables,7,2011,2011,Lower bound of prediction interval,2.2
Fresh fruits and vegetables,7,2011,2011,Mid point of prediction interval,4.8
Fresh fruits and vegetables,7,2011,2011,Upper bound of prediction interval,7.4
Fresh fruits and vegetables,8,2011,2011,Lower bound of prediction interval,2.7
Fresh fruits and vegetables,8,2011,2011,Mid point of prediction interval,4.8
Fresh fruits and vegetables,8,2011,2011,Upper bound of prediction interval,7
Fresh fruits and vegetables,9,2011,2011,Lower bound of prediction interval,3.1
Fresh fruits and vegetables,9,2011,2011,Mid point of prediction interval,4.8
Fresh fruits and vegetables,9,2011,2011,Upper bound of prediction interval,6.6
Fresh fruits and vegetables,10,2011,2011,Lower bound of prediction interval,3.8
Fresh fruits and vegetables,10,2011,2011,Mid point of prediction interval,5.1
Fresh fruits and vegetables,10,2011,2011,Upper bound of prediction interval,6.4
Fresh fruits and vegetables,11,2011,2011,Lower bound of prediction interval,3.8
Fresh fruits and vegetables,11,2011,2011,Mid point of prediction interval,4.6
Fresh fruits and vegetables,11,2011,2011,Upper bound of prediction interval,5.4
Fresh fruits and vegetables,12,2011,2011,Lower bound of prediction interval,4.1
Fresh fruits and vegetables,12,2011,2011,Mid point of prediction interval,4.5
Fresh fruits and vegetables,12,2011,2011,Upper bound of prediction interval,4.9
Fresh fruits,7,2010,2011,Lower bound of prediction interval,-5.3
Fresh fruits,7,2010,2011,Mid point of prediction interval,1.8
Fresh fruits,7,2010,2011,Upper bound of prediction interval,9.4
Fresh fruits,8,2010,2011,Lower bound of prediction interval,-12.4
Fresh fruits,8,2010,2011,Mid point of prediction interval,-3.7
Fresh fruits,8,2010,2011,Upper bound of prediction interval,6.1
Fresh fruits,9,2010,2011,Lower bound of prediction interval,-10.4
Fresh fruits,9,2010,2011,Mid point of prediction interval,-1.7
Fresh fruits,9,2010,2011,Upper bound of prediction interval,7.6
Fresh fruits,10,2010,2011,Lower bound of prediction interval,-9.9
Fresh fruits,10,2010,2011,Mid point of prediction interval,-1.8
Fresh fruits,10,2010,2011,Upper bound of prediction interval,7
Fresh fruits,11,2010,2011,Lower bound of prediction interval,-9
Fresh fruits,11,2010,2011,Mid point of prediction interval,-1.6
Fresh fruits,11,2010,2011,Upper bound of prediction interval,6.7
Fresh fruits,12,2010,2011,Lower bound of prediction interval,-7.3
Fresh fruits,12,2010,2011,Mid point of prediction interval,-0.6
Fresh fruits,12,2010,2011,Upper bound of prediction interval,6.5
Fresh fruits,1,2011,2011,Lower bound of prediction interval,-4.3
Fresh fruits,1,2011,2011,Mid point of prediction interval,1.9
Fresh fruits,1,2011,2011,Upper bound of prediction interval,8.7
Fresh fruits,2,2011,2011,Lower bound of prediction interval,-0.4
Fresh fruits,2,2011,2011,Mid point of prediction interval,4.9
Fresh fruits,2,2011,2011,Upper bound of prediction interval,10.6
Fresh fruits,3,2011,2011,Lower bound of prediction interval,-3
Fresh fruits,3,2011,2011,Mid point of prediction interval,1.9
Fresh fruits,3,2011,2011,Upper bound of prediction interval,7.4
Fresh fruits,4,2011,2011,Lower bound of prediction interval,-2.2
Fresh fruits,4,2011,2011,Mid point of prediction interval,2.2
Fresh fruits,4,2011,2011,Upper bound of prediction interval,6.9
Fresh fruits,5,2011,2011,Lower bound of prediction interval,0
Fresh fruits,5,2011,2011,Mid point of prediction interval,3.5
Fresh fruits,5,2011,2011,Upper bound of prediction interval,7.3
Fresh fruits,6,2011,2011,Lower bound of prediction interval,0.4
Fresh fruits,6,2011,2011,Mid point of prediction interval,3.5
Fresh fruits,6,2011,2011,Upper bound of prediction interval,6.8
Fresh fruits,7,2011,2011,Lower bound of prediction interval,-0.7
Fresh fruits,7,2011,2011,Mid point of prediction interval,2.1
Fresh fruits,7,2011,2011,Upper bound of prediction interval,4.9
Fresh fruits,8,2011,2011,Lower bound of prediction interval,1.2
Fresh fruits,8,2011,2011,Mid point of prediction interval,3.4
Fresh fruits,8,2011,2011,Upper bound of prediction interval,5.7
Fresh fruits,9,2011,2011,Lower bound of prediction interval,1.6
Fresh fruits,9,2011,2011,Mid point of prediction interval,3.3
Fresh fruits,9,2011,2011,Upper bound of prediction interval,5.2
Fresh fruits,10,2011,2011,Lower bound of prediction interval,2.5
Fresh fruits,10,2011,2011,Mid point of prediction interval,3.8
Fresh fruits,10,2011,2011,Upper bound of prediction interval,5.1
Fresh fruits,11,2011,2011,Lower bound of prediction interval,2.6
Fresh fruits,11,2011,2011,Mid point of prediction interval,3.4
Fresh fruits,11,2011,2011,Upper bound of prediction interval,4.2
Fresh fruits,12,2011,2011,Lower bound of prediction interval,2.9
Fresh fruits,12,2011,2011,Mid point of prediction interval,3.3
Fresh fruits,12,2011,2011,Upper bound of prediction interval,3.7
Fresh vegetables,7,2010,2011,Lower bound of prediction interval,-20.6
Fresh vegetables,7,2010,2011,Mid point of prediction interval,-2.7
Fresh vegetables,7,2010,2011,Upper bound of prediction interval,19
Fresh vegetables,8,2010,2011,Lower bound of prediction interval,-19
Fresh vegetables,8,2010,2011,Mid point of prediction interval,-1.7
Fresh vegetables,8,2010,2011,Upper bound of prediction interval,19.4
Fresh vegetables,9,2010,2011,Lower bound of prediction interval,-1.1
Fresh vegetables,9,2010,2011,Mid point of prediction interval,4.6
Fresh vegetables,9,2010,2011,Upper bound of prediction interval,10.7
Fresh vegetables,10,2010,2011,Lower bound of prediction interval,-1.8
Fresh vegetables,10,2010,2011,Mid point of prediction interval,4.1
Fresh vegetables,10,2010,2011,Upper bound of prediction interval,10.4
Fresh vegetables,11,2010,2011,Lower bound of prediction interval,-1.2
Fresh vegetables,11,2010,2011,Mid point of prediction interval,4.9
Fresh vegetables,11,2010,2011,Upper bound of prediction interval,11.3
Fresh vegetables,12,2010,2011,Lower bound of prediction interval,-0.7
Fresh vegetables,12,2010,2011,Mid point of prediction interval,5.4
Fresh vegetables,12,2010,2011,Upper bound of prediction interval,11.8
Fresh vegetables,1,2011,2011,Lower bound of prediction interval,-3.7
Fresh vegetables,1,2011,2011,Mid point of prediction interval,2.5
Fresh vegetables,1,2011,2011,Upper bound of prediction interval,9.2
Fresh vegetables,2,2011,2011,Lower bound of prediction interval,-0.9
Fresh vegetables,2,2011,2011,Mid point of prediction interval,4.9
Fresh vegetables,2,2011,2011,Upper bound of prediction interval,11.3
Fresh vegetables,3,2011,2011,Lower bound of prediction interval,-1.8
Fresh vegetables,3,2011,2011,Mid point of prediction interval,5.1
Fresh vegetables,3,2011,2011,Upper bound of prediction interval,12.3
Fresh vegetables,4,2011,2011,Lower bound of prediction interval,3.9
Fresh vegetables,4,2011,2011,Mid point of prediction interval,13
Fresh vegetables,4,2011,2011,Upper bound of prediction interval,23
Fresh vegetables,5,2011,2011,Lower bound of prediction interval,1
Fresh vegetables,5,2011,2011,Mid point of prediction interval,5.7
Fresh vegetables,5,2011,2011,Upper bound of prediction interval,10.7
Fresh vegetables,6,2011,2011,Lower bound of prediction interval,1
Fresh vegetables,6,2011,2011,Mid point of prediction interval,5.1
Fresh vegetables,6,2011,2011,Upper bound of prediction interval,9.5
Fresh vegetables,7,2011,2011,Lower bound of prediction interval,1.9
Fresh vegetables,7,2011,2011,Mid point of prediction interval,5.4
Fresh vegetables,7,2011,2011,Upper bound of prediction interval,9.1
Fresh vegetables,8,2011,2011,Lower bound of prediction interval,3.6
Fresh vegetables,8,2011,2011,Mid point of prediction interval,6.5
Fresh vegetables,8,2011,2011,Upper bound of prediction interval,9.5
Fresh vegetables,9,2011,2011,Lower bound of prediction interval,3.9
Fresh vegetables,9,2011,2011,Mid point of prediction interval,6.2
Fresh vegetables,9,2011,2011,Upper bound of prediction interval,8.7
Fresh vegetables,10,2011,2011,Lower bound of prediction interval,4.6
Fresh vegetables,10,2011,2011,Mid point of prediction interval,6.4
Fresh vegetables,10,2011,2011,Upper bound of prediction interval,8.2
Fresh vegetables,11,2011,2011,Lower bound of prediction interval,4.7
Fresh vegetables,11,2011,2011,Mid point of prediction interval,5.8
Fresh vegetables,11,2011,2011,Upper bound of prediction interval,7
Fresh vegetables,12,2011,2011,Lower bound of prediction interval,5.1
Fresh vegetables,12,2011,2011,Mid point of prediction interval,5.7
Fresh vegetables,12,2011,2011,Upper bound of prediction interval,6.2
Processed fruits and vegetables,7,2010,2011,Lower bound of prediction interval,12.3
Processed fruits and vegetables,7,2010,2011,Mid point of prediction interval,20.2
Processed fruits and vegetables,7,2010,2011,Upper bound of prediction interval,28.3
Processed fruits and vegetables,8,2010,2011,Lower bound of prediction interval,19
Processed fruits and vegetables,8,2010,2011,Mid point of prediction interval,26.7
Processed fruits and vegetables,8,2010,2011,Upper bound of prediction interval,35
Processed fruits and vegetables,9,2010,2011,Lower bound of prediction interval,23.8
Processed fruits and vegetables,9,2010,2011,Mid point of prediction interval,31.3
Processed fruits and vegetables,9,2010,2011,Upper bound of prediction interval,39.3
Processed fruits and vegetables,10,2010,2011,Lower bound of prediction interval,28
Processed fruits and vegetables,10,2010,2011,Mid point of prediction interval,35.5
Processed fruits and vegetables,10,2010,2011,Upper bound of prediction interval,43.2
Processed fruits and vegetables,11,2010,2011,Lower bound of prediction interval,29.5
Processed fruits and vegetables,11,2010,2011,Mid point of prediction interval,36.5
Processed fruits and vegetables,11,2010,2011,Upper bound of prediction interval,43.9
Processed fruits and vegetables,12,2010,2011,Lower bound of prediction interval,29.2
Processed fruits and vegetables,12,2010,2011,Mid point of prediction interval,35.9
Processed fruits and vegetables,12,2010,2011,Upper bound of prediction interval,42.6
Processed fruits and vegetables,1,2011,2011,Lower bound of prediction interval,-4.7
Processed fruits and vegetables,1,2011,2011,Mid point of prediction interval,-0.3
Processed fruits and vegetables,1,2011,2011,Upper bound of prediction interval,4.1
Processed fruits and vegetables,2,2011,2011,Lower bound of prediction interval,-2
Processed fruits and vegetables,2,2011,2011,Mid point of prediction interval,2
Processed fruits and vegetables,2,2011,2011,Upper bound of prediction interval,6.1
Processed fruits and vegetables,3,2011,2011,Lower bound of prediction interval,-1.6
Processed fruits and vegetables,3,2011,2011,Mid point of prediction interval,1.9
Processed fruits and vegetables,3,2011,2011,Upper bound of prediction interval,5.6
Processed fruits and vegetables,4,2011,2011,Lower bound of prediction interval,-1.1
Processed fruits and vegetables,4,2011,2011,Mid point of prediction interval,1.9
Processed fruits and vegetables,4,2011,2011,Upper bound of prediction interval,5.2
Processed fruits and vegetables,5,2011,2011,Lower bound of prediction interval,-1.2
Processed fruits and vegetables,5,2011,2011,Mid point of prediction interval,1.3
Processed fruits and vegetables,5,2011,2011,Upper bound of prediction interval,4
Processed fruits and vegetables,6,2011,2011,Lower bound of prediction interval,0
Processed fruits and vegetables,6,2011,2011,Mid point of prediction interval,2.2
Processed fruits and vegetables,6,2011,2011,Upper bound of prediction interval,4.4
Processed fruits and vegetables,7,2011,2011,Lower bound of prediction interval,0.6
Processed fruits and vegetables,7,2011,2011,Mid point of prediction interval,2.4
Processed fruits and vegetables,7,2011,2011,Upper bound of prediction interval,4.2
Processed fruits and vegetables,8,2011,2011,Lower bound of prediction interval,1.6
Processed fruits and vegetables,8,2011,2011,Mid point of prediction interval,2.9
Processed fruits and vegetables,8,2011,2011,Upper bound of prediction interval,4.4
Processed fruits and vegetables,9,2011,2011,Lower bound of prediction interval,1.6
Processed fruits and vegetables,9,2011,2011,Mid point of prediction interval,2.6
Processed fruits and vegetables,9,2011,2011,Upper bound of prediction interval,3.7
Processed fruits and vegetables,10,2011,2011,Lower bound of prediction interval,2.2
Processed fruits and vegetables,10,2011,2011,Mid point of prediction interval,3
Processed fruits and vegetables,10,2011,2011,Upper bound of prediction interval,3.7
Processed fruits and vegetables,11,2011,2011,Lower bound of prediction interval,2.7
Processed fruits and vegetables,11,2011,2011,Mid point of prediction interval,3.1
Processed fruits and vegetables,11,2011,2011,Upper bound of prediction interval,3.6
Processed fruits and vegetables,12,2011,2011,Lower bound of prediction interval,2.7
Processed fruits and vegetables,12,2011,2011,Mid point of prediction interval,2.9
Processed fruits and vegetables,12,2011,2011,Upper bound of prediction interval,3.1
Sugar and sweets,7,2010,2011,Lower bound of prediction interval,-1.6
Sugar and sweets,7,2010,2011,Mid point of prediction interval,1.4
Sugar and sweets,7,2010,2011,Upper bound of prediction interval,4.5
Sugar and sweets,8,2010,2011,Lower bound of prediction interval,-0.8
Sugar and sweets,8,2010,2011,Mid point of prediction interval,2.5
Sugar and sweets,8,2010,2011,Upper bound of prediction interval,6
Sugar and sweets,9,2010,2011,Lower bound of prediction interval,-1.6
